FirstName;LastName;FullName;Address;NameAbbreviation;WasDeleted;ProfilePhotoId;ProfilePhotoIdUrl;Id;UserName;NormalizedUserName;Email;NormalizedEmail;EmailConfirmed;PasswordHash;SecurityStamp;ConcurrencyStamp;PhoneNumber;PhoneNumberConfirmed;TwoFactorEnabled;LockoutEnd;LockoutEnabled;AccessFailedCount
Diogo;Alves;Diogo Alves;Calle Luna, 4737;DA;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;330937ba-184c-4c52-9060-e73fbec83887;diogo.alves.28645@formandos.cinel.pt;DIOGO.ALVES.28645@FORMANDOS.CINEL.PT;diogo.alves.28645@formandos.cinel.pt;DIOGO.ALVES.28645@FORMANDOS.CINEL.PT;False;AQAAAAIAAYagAAAAEOQgaKo1M79z5Ocv0hFRXkAwpD5BS904NvGO+MvbFByx9mhcXaSDqzYXkMrTh9258Q==;PM3XEU3D32ZOH2MTPZCKMDQHTDO26Q63;c991184c-4e05-47e2-ba3d-659a6c27c6d3;441982138;False;False;;True;0
Luis;Leopoldo;Luis Leopoldo;Address of Luis Leopoldo, 3555;LL;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;33364180-9e36-4cea-a5ae-f39d541fd2b9;luis.leopoldo.cinel.pt@yopmail.com;LUIS.LEOPOLDO.CINEL.PT@YOPMAIL.COM;luis.leopoldo.cinel.pt@yopmail.com;LUIS.LEOPOLDO.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEKNf8ar0cEW0m6jllwHASFr5G9uiBKEeIzcUS3SZ/7W0n2Xv+HJRE/GBM0yoN/8K3A==;YXB6RT5EJ6X5HHQU6LVMEOJJQOLXT5UH;7db84b03-e413-484d-aad7-f7acfa2e965f;140137116;False;False;;True;0
Teacher;6;Teacher 6;Address of Teacher 6, 5569;T6;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;33bf1152-e817-43e3-a1b8-6ebb66d2f4f3;teacher.6.cinel.pt@yopmail.com;TEACHER.6.CINEL.PT@YOPMAIL.COM;teacher.6.cinel.pt@yopmail.com;TEACHER.6.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAENMTZN9cm0h8NYtP4vCaUnO2WH8Bae9z+9eyT9uZl5nuWuSMWLwkGY+8/S7L0px6xQ==;HFU6LTHL2O2SN5WU7BGYN2FPSBAAW5RZ;7d991cf1-02ae-46a6-86c9-85020ee7b903;575107077;False;False;;True;0
Teacher;18;Teacher 18;Address of Teacher 18, 6780;T1;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;376674c4-eed4-42a2-8e5e-b678266384f4;teacher.18.cinel.pt@yopmail.com;TEACHER.18.CINEL.PT@YOPMAIL.COM;teacher.18.cinel.pt@yopmail.com;TEACHER.18.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEPzhNVJU56oCXI91gtcX4vpLkHd+kPeYzy89fbgfk6homqcOsg085YbHmlAtpGEsyA==;PB3UXPVFYQLUHFM3UOMKABWS2GNQ4ISY;064c9479-a1a3-4413-8c15-7b72e3ed8e1e;972742422;False;False;;True;0
Luis;Patricio;Luis Patricio;Address of Luis Patricio, 2562;LP;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;3d4a18a8-2380-4867-be8c-590310d5c292;luis.patricio.cinel.pt@yopmail.com;LUIS.PATRICIO.CINEL.PT@YOPMAIL.COM;luis.patricio.cinel.pt@yopmail.com;LUIS.PATRICIO.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEGKJ9ulgWzMWkUVlN1w6CUqwdrIj4X6udUkhQiQPoZ4tJJ0VvB5HNkFf7yIqiTixBQ==;SBIL4QI56NAX5UTTBZ4DDSWSDZCKCQKP;e7848e52-8d38-49cd-b742-43e74e255d22;104087431;False;False;;True;0
Teacher;8;Teacher 8;Address of Teacher 8, 6959;T8;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;4112061e-4caa-49e9-872f-ae798c3042d9;teacher.8.cinel.pt@yopmail.com;TEACHER.8.CINEL.PT@YOPMAIL.COM;teacher.8.cinel.pt@yopmail.com;TEACHER.8.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEKEREGuEqGiQMEEPtdzNzPJIsstan0R1u8udrl8ccMj9CCUt6TDmAjo2l3CF51/Shw==;XOVRAHKQV5VQCT3B6TRYU3K42JJWSVYD;f36a1611-ef69-4b30-9150-f2c8adf673ad;339016511;False;False;;True;0
Teacher;28;Teacher 28;Address of Teacher 28, 3493;T2;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;4568e2ce-339f-46f4-a650-832eb6480e24;teacher.28.cinel.pt@yopmail.com;TEACHER.28.CINEL.PT@YOPMAIL.COM;teacher.28.cinel.pt@yopmail.com;TEACHER.28.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAENz2q4EItw78hCHBMJtXeGC3U2u0PIePQYT8+nvsfhELdaxMALTwO0dvz+IAv2y4eg==;DF4YFBDNFUX3UJQ2FPWJE4SDPUFFZRWK;76723d71-8314-4cf8-ba0d-2aa5b9fb5d85;485451607;False;False;;True;0
Teacher;2;Teacher 2;Address of Teacher 2, 4889;T2;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;49bc364c-a5bc-4974-9fc2-81a834740fd1;teacher.2.cinel.pt@yopmail.com;TEACHER.2.CINEL.PT@YOPMAIL.COM;teacher.2.cinel.pt@yopmail.com;TEACHER.2.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEJY6Kfg9drXjOFO/NGf0lX1hKYgq0LPUrSEHUIuo0kJkhNrf1NY+J9agsxm+iFxY0Q==;CHALHV7OG4MH6XD4GH6NIXJT4GDIBFXG;b7db093d-02a2-4d7f-83bf-8ca85f32ddbb;948273887;False;False;;True;0
Filipe;Baptista;Filipe Baptista;Address of Filipe Baptista, 6286;FB;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;4c2fc6cf-7904-400a-935c-a8f7e3dc54bc;filipe.baptista.cinel.pt@yopmail.com;FILIPE.BAPTISTA.CINEL.PT@YOPMAIL.COM;filipe.baptista.cinel.pt@yopmail.com;FILIPE.BAPTISTA.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEOp7QPFckimfT8fjfaK9BCgjyM7A1skDWW6nKp8gO9XImqWjLX+TpwCNhr3gw25HOw==;OYA7GFGULHAKYJ5LYQAUV7RSPQQJKYDR;8f614c9c-8bb6-4c03-b15f-7db00e87680c;379714451;False;False;;True;0
Dário;Dias;Dário Dias;Address of Dário Dias, 3079;DD;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;54732632-a6fc-492f-ac09-8e14f4335f45;drio.dias.cinel.pt@yopmail.com;DRIO.DIAS.CINEL.PT@YOPMAIL.COM;drio.dias.cinel.pt@yopmail.com;DRIO.DIAS.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEHUhXbQXKU0SJNoJHCnPpEThGBKuqom2KspuZzkRGaDqVgzW4bVrwIlnUhxlho4puA==;VVGIUW4YEHF2TF4MU7HVK4KL3IGLFD6R;8a045aaf-e3bb-4883-838a-92200a8a07e8;492566305;False;False;;True;0
Vitorino;Freitas;Vitorino Freitas;Address of Vitorino Freitas, 8755;VF;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;5a9c0bf5-5de5-4875-8541-7e764f47ddf1;vitorino.freitas.cinel.pt@yopmail.com;VITORINO.FREITAS.CINEL.PT@YOPMAIL.COM;vitorino.freitas.cinel.pt@yopmail.com;VITORINO.FREITAS.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAENIM80azLdJ6JiOdDtJWp8GaF5GU0+SW0AFn30PeynGJHwI1odxN3sZWjqqVFxU74w==;YA3FUAQMTRUCA7JKUNQR2OCOUPVEEE42;5b28b941-9c1a-413f-b3c2-f00a37f0f92a;984383438;False;False;;True;0
Teacher;9;Teacher 9;Address of Teacher 9, 5660;T9;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;5bedde09-44ef-4220-9b9b-0e9407507674;teacher.9.cinel.pt@yopmail.com;TEACHER.9.CINEL.PT@YOPMAIL.COM;teacher.9.cinel.pt@yopmail.com;TEACHER.9.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAED93SzDsAAPVqBDZxvoTkzuW+aNjB3weDWA82XDJHxke/PEBhQ7D6wMUN0PhVPP1iA==;AVSMVJYI2ECK7MNG7HEDCSC7F3ZQ244E;5e8cd5a8-4023-43a1-bbc2-7bba14d768c7;227109909;False;False;;True;0
Licínio;Rosário;Licínio Rosário;Address of Licínio Rosário, 8990;LR;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;5c465255-2861-4e3d-9059-2fe46ae69a7f;licnio.rosrio.cinel.pt@yopmail.com;LICNIO.ROSRIO.CINEL.PT@YOPMAIL.COM;licnio.rosrio.cinel.pt@yopmail.com;LICNIO.ROSRIO.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEMLQLL9oXQ0HWuztYyL1Bkug0mdprJurZy1Q2BM4d5y0AcLymRqbRSJPv9iPkH5pCA==;CSFRFVYUWIRJMPNXEJMCHPLUCGM452AQ;fc5c54a0-eda6-435e-8a92-9db8abd3df6c;481670412;False;False;;True;0
Tiago;Silva;Tiago Silva;Address of Tiago Silva, 5875;TS;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;5cd2524b-6a82-4afb-be46-0b1dcda2f270;tiago.silva.cinel.pt@yopmail.com;TIAGO.SILVA.CINEL.PT@YOPMAIL.COM;tiago.silva.cinel.pt@yopmail.com;TIAGO.SILVA.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEE91w8vvoWPUhIS7dEIOyF7x2AZLD0VwYchlmm7WcSi9Je8FO5DeR6hlckf8+FzGrQ==;CEAONRM7URBRPM32NXDOU3REER2A6KCM;ca67d0ab-4e87-47cc-a413-5af38a5c6dfa;794216253;False;False;;True;0
Pedro;Silva;Pedro Silva;Address of Pedro Silva, 2029;PS;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;5e0a95dc-3249-4b9f-9dfc-21c18b4e673b;pedro.silva.cinel.pt@yopmail.com;PEDRO.SILVA.CINEL.PT@YOPMAIL.COM;pedro.silva.cinel.pt@yopmail.com;PEDRO.SILVA.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEJ1yOocgY9t3vaZRcU+85nDtb9WuWWJDpBfLHC2xRDOPje8dHDFcAHb54nhLrhd0gA==;BELQKZWHWFMKKUGVUG2QBNJW6CL6NRBK;d8603b48-d2f3-49dd-b98d-2129ae95cc0b;520556474;False;False;;True;0
Vitor;Santos;Vitor Santos;Address of Vitor Santos, 1022;VS;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;5fd60961-762b-4a55-a221-2b6e98119feb;vitor.santos.cinel.pt@yopmail.com;VITOR.SANTOS.CINEL.PT@YOPMAIL.COM;vitor.santos.cinel.pt@yopmail.com;VITOR.SANTOS.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEHGuiNaG8oU1z6AvpIYuPN1vzB+aoKJf+5iZGrt++SP+c8yOMj5kvooSh6SL7SzPrw==;LVYPD3XMC6C45SPIKV2JZSDX5KBVPPFD;3b98256a-a933-4e25-be1e-09002daea842;344026331;False;False;;True;0
Vitorino;Silva;Vitorino Silva;Address of Vitorino Silva, 3117;VS;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;5fd7ea70-3c32-4d2f-8756-f69eb55a681e;vitorino.silva.cinel.pt@yopmail.com;VITORINO.SILVA.CINEL.PT@YOPMAIL.COM;vitorino.silva.cinel.pt@yopmail.com;VITORINO.SILVA.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEApAS/0KXQ8MBNZr9Xh9lIhoANGqoP/IE5ET8xHJg8YVJSs0m8bLcSj3FKHz1Xp8bQ==;ZPV4CKM3ZFWMQA6SBOF6DABCVYBWOETX;003f03f6-a877-4dad-af57-ae6511cee536;709050139;False;False;;True;0
Teacher;17;Teacher 17;Address of Teacher 17, 7723;T1;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;67ef7446-fff3-4bc5-a020-e8a10e113137;teacher.17.cinel.pt@yopmail.com;TEACHER.17.CINEL.PT@YOPMAIL.COM;teacher.17.cinel.pt@yopmail.com;TEACHER.17.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEM/9mP1EgMQ+UsQZcfJGGDh6DsPWKGUUMfGcMHwTmnK9M8JdG21joXC1gBhdcXF7Vg==;VBU3XE7SIIMETXNXR77HX76MYTWBCBL5;f5906f0c-4421-4b48-a31e-fbebf40b56d1;864898451;False;False;;True;0
Teacher;11;Teacher 11;Address of Teacher 11, 2072;T1;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;6e6c28fa-ec0b-4ad4-ad19-6522bc343ff0;teacher.11.cinel.pt@yopmail.com;TEACHER.11.CINEL.PT@YOPMAIL.COM;teacher.11.cinel.pt@yopmail.com;TEACHER.11.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAECuzo8JDHQfjhpdSN9SvjzQBopHykQxVb086dDKlINnU+AEd4e0dZZweaxz2KtUjuA==;56HGOEQPN5C7XJHYYH6MHPWCT4OPARUR;5a10d12e-c40f-4791-b7cd-f80d7ce59dee;284730821;False;False;;True;0
Jorge;Pinto;Jorge Pinto;Calle Luna, 7324;JP;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;7699b293-2b97-4cc2-b389-b1a077a9be65;jorge.pinto.28720@formandos.cinel.pt;JORGE.PINTO.28720@FORMANDOS.CINEL.PT;jorge.pinto.28720@formandos.cinel.pt;JORGE.PINTO.28720@FORMANDOS.CINEL.PT;False;AQAAAAIAAYagAAAAEH5WJWPuf1spOIOYTdmU5K6ieFBXOyNRuopwYZM/3d+kpbgs0debSix9sKOedsY9TQ==;5WSCSEV3BNX6CD7JJYT2GOOUS4ERN2SE;80229c85-2c63-4cba-b845-3cceb61212e0;555408037;False;False;;True;0
Rafael;Santos;Rafael Santos;Calle Luna, 5490;RS;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;78410a46-afb9-4358-9634-04a37bd4897c;rafael.santos@cinel.pt;RAFAEL.SANTOS@CINEL.PT;rafael.santos@cinel.pt;RAFAEL.SANTOS@CINEL.PT;False;AQAAAAIAAYagAAAAEBhw8aDFrth0jXY+AavXfYAkV3K4eceRDSYbxAYrQIP0py5eWxZXaN/y0w/dhwVM0A==;4AH2EFQ34Z5J3E2MKMTO6KADBYHTMJBJ;6778b503-74f2-4de1-a1c8-705c2b0f33af;647728100;False;False;;True;0
Maria;Cristina;Maria Cristina;Address of Maria Cristina, 1100;MC;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;7a408f0a-efa9-49e5-901e-e82966de8046;maria.cristina.cinel.pt@yopmail.com;MARIA.CRISTINA.CINEL.PT@YOPMAIL.COM;maria.cristina.cinel.pt@yopmail.com;MARIA.CRISTINA.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAENGjqEb7wvrHeQFWGQ4jxsSA0yAoidoznv4Bp0GaAcZUONi3RV4DaJRPSErfOmAKng==;GMAR5MDP3VVDLC4WYKIVGJSF5Z5EQTRP;26e854f8-132e-48e9-baf5-9a0727afacbf;572839042;False;False;;True;0
Teacher;26;Teacher 26;Address of Teacher 26, 7124;T2;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;7ce64b3c-a7a5-4720-9e25-7aa9eb8ce11e;teacher.26.cinel.pt@yopmail.com;TEACHER.26.CINEL.PT@YOPMAIL.COM;teacher.26.cinel.pt@yopmail.com;TEACHER.26.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEC3MpUDYzNDtq08m8b95CZx3kEflRVJm5TRyzBbxBKC0zSAe/tj/vunoCSdZe0vG6Q==;ZX2FCC5WAUIUYCP3AKZ2X67UJHY3RFSH;2c28ac11-c5d0-43fa-b923-3b74130d739c;442947185;False;False;;True;0
Teacher;15;Teacher 15;Address of Teacher 15, 8262;T1;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;88249419-6b70-4707-a817-3c3bf2a771fd;teacher.15.cinel.pt@yopmail.com;TEACHER.15.CINEL.PT@YOPMAIL.COM;teacher.15.cinel.pt@yopmail.com;TEACHER.15.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEGBmcqpp8jiHDga00/7Wk+VbzBnWRdQ2ZrmCIoc4vZdw142EFj7R1F7hVHDIwe5h9A==;ON2H4TUZ7CGWUY36AQU6YT7ZXRQ47XQ5;c805882a-8365-4443-9496-875c8e6600d2;186776763;False;False;;True;0
Joel;Rangel;Joel Rangel;Calle Luna, 743;JR;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;8b6ce1af-d357-48c6-b165-9c79dcaa8e69;joel.rangel.22101@formandos.cinel.pt;JOEL.RANGEL.22101@FORMANDOS.CINEL.PT;joel.rangel.22101@formandos.cinel.pt;JOEL.RANGEL.22101@FORMANDOS.CINEL.PT;False;AQAAAAIAAYagAAAAEEKxxu9l9pPc8LxUj+KpK77l7DbHuR5ByAQRVfdYJtAr4F06VrGMyPD3s04SrJSFAA==;XP7UW53TSV2ZXJWWJI2QPR4K3NQ2X5EK;e1b60f4d-2f12-4e3e-825c-30277c5a4df7;307484829;False;False;;True;0
Simão;André;Simão André;Address of Simão André, 6240;SA;False;00000000-0000-0000-0000-000000000000;https://supershop.blob.core.windows.net/placeholders/noimage.png;8e4b3b8e-bb1d-4a0c-9dd3-cdb08646894e;simo.andr.cinel.pt@yopmail.com;SIMO.ANDR.CINEL.PT@YOPMAIL.COM;simo.andr.cinel.pt@yopmail.com;SIMO.ANDR.CINEL.PT@YOPMAIL.COM;False;AQAAAAIAAYagAAAAEOfMsFRjUzBN31a0OEBW11zlDl8kZbbyIP9eyFsFxRDbtTjULsgaGqDwhpm/o0q2gw==;NBCSVJPY4UUMAKR7MIHS7WHXOXUOW57C;4d1b4e3c-7d56-4d89-a7d1-f980bd3828c8;755762142;False;False;;True;0
